timestamp,symbol,instrument_type,open,high,low,close,volume
2021-03-12 09:30:00,AAPL,stock,120.40,121.17,119.16,121.03,88105100
2021-03-12 09:30:00,MSFT,stock,234.01,235.82,233.23,235.75,22653700
2021-03-12 09:30:00,GOOGL,stock,103.82,103.88,101.62,102.50,33818000
2021-03-15 09:30:00,AAPL,stock,121.41,124.00,120.42,123.99,92403800
2021-03-15 09:30:00,MSFT,stock,234.96,235.19,231.81,234.81,26034900
2021-03-15 09:30:00,GOOGL,stock,102.25,102.75,101.39,102.72,26168000
2021-03-16 09:30:00,AAPL,stock,125.70,127.22,124.72,125.57,115227900
2021-03-16 09:30:00,MSFT,stock,236.28,240.06,235.94,237.71,28092200
2021-03-16 09:30:00,GOOGL,stock,103.30,105.68,102.96,104.19,31900000
2021-03-17 09:30:00,AAPL,stock,124.05,125.86,122.34,124.76,111932600
2021-03-17 09:30:00,MSFT,stock,236.15,238.55,233.23,237.04,29562100
2021-03-17 09:30:00,GOOGL,stock,103.42,104.95,102.21,104.11,26382000
2021-03-18 09:30:00,AAPL,stock,122.88,123.18,120.32,120.53,121229700
2021-03-18 09:30:00,MSFT,stock,232.56,234.19,230.33,230.72,34833000
2021-03-18 09:30:00,GOOGL,stock,102.41,103.44,100.96,101.07,31700000
2021-03-19 09:30:00,AAPL,stock,119.90,121.43,119.68,119.99,185549500
2021-03-19 09:30:00,MSFT,stock,231.02,232.47,229.35,230.35,46430700
2021-03-19 09:30:00,GOOGL,stock,101.49,101.85,100.15,101.35,46072000
2021-03-22 09:30:00,AAPL,stock,120.33,123.87,120.26,123.39,111912300
2021-03-22 09:30:00,MSFT,stock,230.27,236.90,230.14,235.99,30127000
2021-03-22 09:30:00,GOOGL,stock,101.38,102.42,100.70,101.53,33536000
2021-03-23 09:30:00,AAPL,stock,123.33,124.24,122.14,122.54,95467100
2021-03-23 09:30:00,MSFT,stock,237.49,241.05,237.07,237.58,31638400
2021-03-23 09:30:00,GOOGL,stock,102.00,103.21,101.40,102.07,28510000
2021-03-24 09:30:00,AAPL,stock,122.82,122.90,120.07,120.09,88530500
2021-03-24 09:30:00,MSFT,stock,237.85,238.00,235.32,235.46,25620100
2021-03-24 09:30:00,GOOGL,stock,102.59,103.38,101.45,101.63,25218000
2021-03-25 09:30:00,AAPL,stock,119.54,121.66,119.00,120.59,98844700
2021-03-25 09:30:00,MSFT,stock,235.30,236.94,231.57,232.34,34061900
2021-03-25 09:30:00,GOOGL,stock,101.45,102.28,99.80,101.62,35616000
2021-03-26 09:30:00,AAPL,stock,120.35,121.48,118.92,121.21,94071200
2021-03-26 09:30:00,MSFT,stock,231.55,236.71,231.55,236.48,25479900
2021-03-26 09:30:00,GOOGL,stock,101.59,101.97,100.19,101.24,27978000
2021-03-29 09:30:00,AAPL,stock,121.65,122.58,120.73,121.39,80819200
2021-03-29 09:30:00,MSFT,stock,236.59,236.80,231.88,235.24,25227500
2021-03-29 09:30:00,GOOGL,stock,101.11,102.46,100.27,102.29,26492000
2021-03-30 09:30:00,AAPL,stock,120.11,120.40,118.86,119.90,85671900
2021-03-30 09:30:00,MSFT,stock,233.53,233.85,231.10,231.85,24792000
2021-03-30 09:30:00,GOOGL,stock,102.65,103.13,101.81,102.32,27312000
2021-03-31 09:30:00,AAPL,stock,121.65,123.52,121.15,122.15,118323800
2021-03-31 09:30:00,MSFT,stock,232.91,239.10,232.39,235.77,43623500
2021-03-31 09:30:00,GOOGL,stock,102.72,104.31,102.35,103.13,42570000
2021-04-01 09:30:00,AAPL,stock,123.66,124.18,122.49,123.00,75089100
2021-04-01 09:30:00,MSFT,stock,238.47,242.84,238.05,242.35,30338000
2021-04-01 09:30:00,GOOGL,stock,104.61,106.79,104.57,106.49,39880000
2021-04-05 09:30:00,AAPL,stock,123.87,126.16,123.07,125.90,88651200
2021-04-05 09:30:00,MSFT,stock,242.76,249.96,242.70,249.07,36910600
2021-04-05 09:30:00,GOOGL,stock,107.36,111.45,107.26,110.95,48510000
2021-04-06 09:30:00,AAPL,stock,126.50,127.13,125.65,126.21,80171300
2021-04-06 09:30:00,MSFT,stock,247.61,249.40,246.88,247.86,22931900
2021-04-06 09:30:00,GOOGL,stock,110.55,111.40,110.09,110.46,35240000
2021-04-07 09:30:00,AAPL,stock,125.83,127.92,125.14,127.90,83466700
2021-04-07 09:30:00,MSFT,stock,247.81,250.93,247.19,249.90,22719800
2021-04-07 09:30:00,GOOGL,stock,110.65,112.22,110.65,111.95,24134000
2021-04-08 09:30:00,AAPL,stock,128.95,130.39,128.52,130.36,88844600
2021-04-08 09:30:00,MSFT,stock,252.77,254.14,252.00,253.25,23625200
2021-04-08 09:30:00,GOOGL,stock,113.20,113.59,112.15,112.52,28664000
2021-04-09 09:30:00,AAPL,stock,129.80,133.04,129.47,133.00,106686700
2021-04-09 09:30:00,MSFT,stock,252.87,255.99,252.44,255.85,24326800
2021-04-09 09:30:00,GOOGL,stock,112.27,113.70,111.86,113.53,26146000
2021-04-12 09:30:00,AAPL,stock,132.52,132.85,130.63,131.24,91420000
2021-04-12 09:30:00,MSFT,stock,254.71,257.67,254.62,255.91,27148700
2021-04-12 09:30:00,GOOGL,stock,112.71,112.84,111.39,112.23,25024000
2021-04-13 09:30:00,AAPL,stock,132.44,134.66,131.93,134.43,91266500
2021-04-13 09:30:00,MSFT,stock,257.26,259.19,256.83,258.49,23837500
2021-04-13 09:30:00,GOOGL,stock,112.55,113.17,112.15,112.72,25682000
2021-04-14 09:30:00,AAPL,stock,134.94,135.00,131.66,132.03,87222800
2021-04-14 09:30:00,MSFT,stock,257.48,258.83,255.16,255.59,23070900
2021-04-14 09:30:00,GOOGL,stock,113.37,113.37,111.80,112.10,21002000
2021-04-15 09:30:00,AAPL,stock,133.82,135.00,133.64,134.50,89347100
2021-04-15 09:30:00,MSFT,stock,257.93,259.93,257.73,259.50,25627500
2021-04-15 09:30:00,GOOGL,stock,113.10,114.80,112.56,114.26,29174000
2021-04-16 09:30:00,AAPL,stock,134.30,134.67,133.28,134.16,84922400
2021-04-16 09:30:00,MSFT,stock,259.47,261.00,257.60,260.74,24878600
2021-04-16 09:30:00,GOOGL,stock,114.46,114.71,113.55,114.14,26282000
2021-04-19 09:30:00,AAPL,stock,133.51,135.47,133.34,134.84,94264200
2021-04-19 09:30:00,MSFT,stock,260.19,261.48,257.82,258.74,23209300
2021-04-19 09:30:00,GOOGL,stock,113.51,115.20,113.51,114.49,30290000
2021-04-20 09:30:00,AAPL,stock,135.02,135.53,131.81,133.11,94812300
2021-04-20 09:30:00,MSFT,stock,257.82,260.20,256.84,258.26,19722900
2021-04-20 09:30:00,GOOGL,stock,114.87,114.95,112.86,113.95,22288000
2021-04-21 09:30:00,AAPL,stock,132.36,133.75,131.30,133.50,68847100
2021-04-21 09:30:00,MSFT,stock,258.94,260.68,257.25,260.58,24030400
2021-04-21 09:30:00,GOOGL,stock,113.60,114.00,112.24,113.92,23204000
2021-04-22 09:30:00,AAPL,stock,133.04,134.15,131.41,131.94,84566500
2021-04-22 09:30:00,MSFT,stock,260.21,261.78,255.64,257.17,25606200
2021-04-22 09:30:00,GOOGL,stock,113.77,114.44,112.02,112.63,24146000
2021-04-23 09:30:00,AAPL,stock,132.16,135.12,132.16,134.32,78657500
2021-04-23 09:30:00,MSFT,stock,257.88,261.51,257.27,261.15,21462600
2021-04-23 09:30:00,GOOGL,stock,113.35,115.31,113.06,115.00,29066000
2021-04-26 09:30:00,AAPL,stock,134.83,135.06,133.56,134.72,66905100
2021-04-26 09:30:00,MSFT,stock,261.66,262.44,260.17,261.55,19763300
2021-04-26 09:30:00,GOOGL,stock,115.23,116.23,114.87,115.50,32038000
2021-04-27 09:30:00,AAPL,stock,135.01,135.41,134.11,134.39,66015800
2021-04-27 09:30:00,MSFT,stock,261.58,263.19,260.12,261.97,31014200
2021-04-27 09:30:00,GOOGL,stock,115.88,115.92,114.31,114.55,44386000
2021-04-28 09:30:00,AAPL,stock,134.31,135.02,133.08,133.58,107760100
2021-04-28 09:30:00,MSFT,stock,256.08,256.54,252.95,254.56,46903100
2021-04-28 09:30:00,GOOGL,stock,119.62,121.57,117.66,117.95,81106000
2021-04-29 09:30:00,AAPL,stock,136.47,137.07,132.45,133.48,151101000
2021-04-29 09:30:00,MSFT,stock,255.46,256.10,249.00,252.51,40589000
2021-04-29 09:30:00,GOOGL,stock,119.46,120.21,118.69,119.64,41234000
2021-04-30 09:30:00,AAPL,stock,131.78,133.56,131.07,131.46,109839500
2021-04-30 09:30:00,MSFT,stock,249.74,253.08,249.60,252.18,30945100
2021-04-30 09:30:00,GOOGL,stock,118.40,119.09,117.33,117.68,44856000
2021-05-03 09:30:00,AAPL,stock,132.04,134.07,131.83,132.54,75135100
2021-05-03 09:30:00,MSFT,stock,253.40,254.35,251.12,251.86,19626600
2021-05-03 09:30:00,GOOGL,stock,118.25,119.08,116.78,117.15,28242000
2021-05-04 09:30:00,AAPL,stock,131.19,131.49,126.70,127.85,137564700
2021-05-04 09:30:00,MSFT,stock,250.97,251.21,245.76,247.79,32756100
2021-05-04 09:30:00,GOOGL,stock,115.68,116.25,112.83,115.34,44818000
2021-05-05 09:30:00,AAPL,stock,129.20,130.45,127.97,128.10,84000900
2021-05-05 09:30:00,MSFT,stock,249.06,249.50,245.82,246.47,21901300
2021-05-05 09:30:00,GOOGL,stock,116.43,116.75,115.41,115.74,26636000
2021-05-06 09:30:00,AAPL,stock,127.89,129.75,127.13,129.74,78128300
2021-05-06 09:30:00,MSFT,stock,246.45,249.86,244.69,249.73,26491100
2021-05-06 09:30:00,GOOGL,stock,115.32,116.87,114.65,116.87,25190000
2021-05-07 09:30:00,AAPL,stock,130.85,131.26,129.48,130.21,78973300
2021-05-07 09:30:00,MSFT,stock,252.15,254.30,251.17,252.46,27032900
2021-05-07 09:30:00,GOOGL,stock,118.19,118.56,117.31,117.60,28898000
2021-05-10 09:30:00,AAPL,stock,129.41,129.54,126.81,126.85,88071200
2021-05-10 09:30:00,MSFT,stock,250.87,251.73,247.12,247.18,29299900
2021-05-10 09:30:00,GOOGL,stock,116.41,116.55,114.23,114.59,30914000
2021-05-11 09:30:00,AAPL,stock,123.50,126.27,122.77,125.91,126142800
2021-05-11 09:30:00,MSFT,stock,244.55,246.60,242.57,246.23,33641600
2021-05-11 09:30:00,GOOGL,stock,112.15,114.01,111.70,113.50,34186000
2021-05-12 09:30:00,AAPL,stock,123.40,124.64,122.25,122.77,112172300
2021-05-12 09:30:00,MSFT,stock,242.17,244.38,238.07,239.00,36684400
2021-05-12 09:30:00,GOOGL,stock,111.31,112.40,109.68,110.01,46376000
2021-05-13 09:30:00,AAPL,stock,124.58,126.15,124.26,124.97,105861300
2021-05-13 09:30:00,MSFT,stock,241.80,245.60,241.42,243.03,29624300
2021-05-13 09:30:00,GOOGL,stock,111.31,111.97,110.34,111.45,33204000
2021-05-14 09:30:00,AAPL,stock,126.25,127.89,125.85,127.45,81918000
2021-05-14 09:30:00,MSFT,stock,245.58,249.18,245.49,248.15,23901100
2021-05-14 09:30:00,GOOGL,stock,112.93,114.24,112.50,113.92,31996000
2021-05-17 09:30:00,AAPL,stock,126.82,126.93,125.17,126.27,74244600
2021-05-17 09:30:00,MSFT,stock,246.55,246.59,243.52,245.18,24970200
2021-05-17 09:30:00,GOOGL,stock,113.18,114.49,112.78,114.45,21598000
2021-05-18 09:30:00,AAPL,stock,126.56,126.99,124.78,124.85,63342900
2021-05-18 09:30:00,MSFT,stock,246.27,246.41,242.90,243.08,20168000
2021-05-18 09:30:00,GOOGL,stock,115.12,115.38,113.11,113.12,22204000
2021-05-19 09:30:00,AAPL,stock,123.16,124.92,122.86,124.69,92612000
2021-05-19 09:30:00,MSFT,stock,239.31,243.23,238.60,243.12,25739800
2021-05-19 09:30:00,GOOGL,stock,111.42,113.75,111.27,113.57,23684000
2021-05-20 09:30:00,AAPL,stock,125.23,127.72,125.10,127.31,76857100
2021-05-20 09:30:00,MSFT,stock,243.96,247.95,243.86,246.48,21800700
2021-05-20 09:30:00,GOOGL,stock,114.55,115.60,114.18,115.35,32352000
2021-05-21 09:30:00,AAPL,stock,127.82,128.00,125.21,125.43,79295400
2021-05-21 09:30:00,MSFT,stock,247.57,248.33,244.74,245.17,21863100
2021-05-21 09:30:00,GOOGL,stock,115.87,115.94,114.46,114.71,40632000
2021-05-24 09:30:00,AAPL,stock,126.01,127.94,125.94,127.10,63092900
2021-05-24 09:30:00,MSFT,stock,247.79,251.16,247.51,250.78,21411500
2021-05-24 09:30:00,GOOGL,stock,115.74,118.28,115.60,118.05,31832000
2021-05-25 09:30:00,AAPL,stock,127.82,128.32,126.32,126.90,72009500
2021-05-25 09:30:00,MSFT,stock,251.77,252.75,250.82,251.72,17704300
2021-05-25 09:30:00,GOOGL,stock,118.60,119.20,117.75,118.14,22440000
2021-05-26 09:30:00,AAPL,stock,126.96,127.39,126.42,126.85,56575900
2021-05-26 09:30:00,MSFT,stock,251.43,252.94,250.75,251.49,17771600
2021-05-26 09:30:00,GOOGL,stock,118.33,119.45,118.32,119.02,21572000
2021-05-27 09:30:00,AAPL,stock,126.44,127.64,125.08,125.28,94625600
2021-05-27 09:30:00,MSFT,stock,251.17,251.48,249.25,249.31,24426200
2021-05-27 09:30:00,GOOGL,stock,119.45,119.45,117.81,118.13,35224000
2021-05-28 09:30:00,AAPL,stock,125.57,125.80,124.55,124.61,71311100
2021-05-28 09:30:00,MSFT,stock,251.00,252.08,249.56,249.68,18270200
2021-05-28 09:30:00,GOOGL,stock,118.72,118.80,117.64,117.84,21482000
2021-06-01 09:30:00,AAPL,stock,125.08,125.35,123.94,124.28,67637100
2021-06-01 09:30:00,MSFT,stock,251.23,251.29,246.96,247.40,23213300
2021-06-01 09:30:00,GOOGL,stock,118.72,119.29,117.71,119.06,23354000
2021-06-02 09:30:00,AAPL,stock,124.28,125.24,124.05,125.06,59278900
2021-06-02 09:30:00,MSFT,stock,248.13,249.27,245.84,247.30,19406700
2021-06-02 09:30:00,GOOGL,stock,119.46,119.68,117.62,118.53,21158000
2021-06-03 09:30:00,AAPL,stock,124.68,124.85,123.13,123.54,76229200
2021-06-03 09:30:00,MSFT,stock,245.22,246.34,243.00,245.71,25307700
2021-06-03 09:30:00,GOOGL,stock,117.29,117.85,116.48,117.38,18696000
2021-06-04 09:30:00,AAPL,stock,124.07,126.16,123.85,125.89,75169300
2021-06-04 09:30:00,MSFT,stock,247.76,251.65,247.51,250.79,25281100
2021-06-04 09:30:00,GOOGL,stock,118.46,119.95,118.12,119.68,24458000
2021-06-07 09:30:00,AAPL,stock,126.17,126.32,124.83,125.90,71057600
2021-06-07 09:30:00,MSFT,stock,249.98,254.09,249.81,253.81,23079200
2021-06-07 09:30:00,GOOGL,stock,119.47,120.23,119.05,120.11,24120000
2021-06-08 09:30:00,AAPL,stock,126.60,128.46,126.21,126.74,74403800
2021-06-08 09:30:00,MSFT,stock,255.16,256.01,252.51,252.57,22455000
2021-06-08 09:30:00,GOOGL,stock,120.60,120.98,119.74,119.92,24240000
2021-06-09 09:30:00,AAPL,stock,127.21,127.75,126.52,127.13,56877900
2021-06-09 09:30:00,MSFT,stock,253.81,255.53,253.21,253.59,17937600
2021-06-09 09:30:00,GOOGL,stock,120.57,120.64,119.85,120.40,17942000
2021-06-10 09:30:00,AAPL,stock,127.02,128.19,125.94,126.11,71186400
2021-06-10 09:30:00,MSFT,stock,254.29,257.46,253.67,257.24,24563600
2021-06-10 09:30:00,GOOGL,stock,120.35,121.80,120.19,121.76,25904000
2021-06-11 09:30:00,AAPL,stock,126.53,127.44,126.10,127.35,53522400
2021-06-11 09:30:00,MSFT,stock,257.99,258.49,256.61,257.89,18999700
2021-06-11 09:30:00,GOOGL,stock,122.00,122.09,120.95,121.51,21958000
2021-06-14 09:30:00,AAPL,stock,127.82,130.54,127.07,130.48,96906500
2021-06-14 09:30:00,MSFT,stock,257.90,259.95,256.80,259.89,19150500
2021-06-14 09:30:00,GOOGL,stock,121.61,122.45,120.90,122.45,22098000
2021-06-15 09:30:00,AAPL,stock,129.94,130.60,129.39,129.64,62746300
2021-06-15 09:30:00,MSFT,stock,259.77,259.99,257.68,258.36,18038900
2021-06-15 09:30:00,GOOGL,stock,122.45,122.78,121.06,121.42,21562000
2021-06-16 09:30:00,AAPL,stock,130.37,130.89,128.46,130.15,91815000
2021-06-16 09:30:00,MSFT,stock,259.40,260.58,254.42,257.38,27220000
2021-06-16 09:30:00,GOOGL,stock,121.57,121.89,119.47,120.77,26472000
2021-06-17 09:30:00,AAPL,stock,129.80,132.55,129.65,131.79,96721700
2021-06-17 09:30:00,MSFT,stock,256.07,261.75,256.01,260.90,27565500
2021-06-17 09:30:00,GOOGL,stock,120.70,122.52,120.50,121.74,25842000
2021-06-18 09:30:00,AAPL,stock,130.71,131.51,130.24,130.46,108953300
2021-06-18 09:30:00,MSFT,stock,259.63,262.30,258.75,259.43,37202200
2021-06-18 09:30:00,GOOGL,stock,121.37,121.60,120.01,120.11,46116000
2021-06-21 09:30:00,AAPL,stock,130.30,132.41,129.21,132.30,79663300
2021-06-21 09:30:00,MSFT,stock,259.82,263.52,257.92,262.63,26696100
2021-06-21 09:30:00,GOOGL,stock,120.50,122.00,119.90,121.81,27414000
2021-06-22 09:30:00,AAPL,stock,132.13,134.08,131.62,133.98,74783600
2021-06-22 09:30:00,MSFT,stock,262.72,265.79,262.40,265.51,24694100
2021-06-22 09:30:00,GOOGL,stock,121.75,122.40,121.06,122.33,22390000
2021-06-23 09:30:00,AAPL,stock,133.77,134.32,133.23,133.70,60214200
2021-06-23 09:30:00,MSFT,stock,265.99,266.83,264.43,265.27,19518700
2021-06-23 09:30:00,GOOGL,stock,122.09,123.10,121.83,122.13,19148000
2021-06-24 09:30:00,AAPL,stock,134.45,134.64,132.93,133.41,68711000
2021-06-24 09:30:00,MSFT,stock,266.16,267.85,265.47,266.69,21446900
2021-06-24 09:30:00,GOOGL,stock,122.70,123.06,122.30,122.50,21362000
2021-06-25 09:30:00,AAPL,stock,133.46,133.89,132.81,133.11,70783700
2021-06-25 09:30:00,MSFT,stock,266.23,267.25,264.76,265.02,25611100
2021-06-25 09:30:00,GOOGL,stock,122.00,122.63,121.57,122.51,34594000
2021-06-28 09:30:00,AAPL,stock,133.41,135.25,133.35,134.78,62111300
2021-06-28 09:30:00,MSFT,stock,266.19,268.90,265.91,268.72,19590000
2021-06-28 09:30:00,GOOGL,stock,122.68,122.79,121.41,122.54,28526000
2021-06-29 09:30:00,AAPL,stock,134.80,136.49,134.35,136.33,64556100
2021-06-29 09:30:00,MSFT,stock,268.87,271.65,267.98,271.40,19937800
2021-06-29 09:30:00,GOOGL,stock,122.67,123.02,121.69,122.27,23108000
2021-06-30 09:30:00,AAPL,stock,136.17,137.41,135.87,136.96,63261400
2021-06-30 09:30:00,MSFT,stock,270.69,271.36,269.60,270.90,21656500
2021-06-30 09:30:00,GOOGL,stock,121.99,122.26,121.35,122.09,24474000
2021-07-01 09:30:00,AAPL,stock,136.60,137.33,135.76,137.27,52485800
2021-07-01 09:30:00,MSFT,stock,269.61,271.84,269.60,271.60,16725300
2021-07-01 09:30:00,GOOGL,stock,121.72,122.59,121.53,122.44,18110000
2021-07-02 09:30:00,AAPL,stock,137.90,140.00,137.75,139.96,78852600
2021-07-02 09:30:00,MSFT,stock,272.82,278.00,272.50,277.65,26458000
2021-07-02 09:30:00,GOOGL,stock,123.15,125.40,123.06,125.26,25982000
2021-07-06 09:30:00,AAPL,stock,140.07,143.15,140.07,142.02,108181800
2021-07-06 09:30:00,MSFT,stock,278.03,279.37,274.30,277.66,31565600
2021-07-06 09:30:00,GOOGL,stock,125.65,126.43,124.58,126.19,26404000
2021-07-07 09:30:00,AAPL,stock,143.54,144.89,142.66,144.57,104911600
2021-07-07 09:30:00,MSFT,stock,279.40,280.69,277.15,279.93,23260000
2021-07-07 09:30:00,GOOGL,stock,127.16,127.28,126.15,126.47,24060000
2021-07-08 09:30:00,AAPL,stock,141.58,144.06,140.67,143.24,105575500
2021-07-08 09:30:00,MSFT,stock,276.90,278.73,274.87,277.42,24618600
2021-07-08 09:30:00,GOOGL,stock,124.03,125.60,124.02,125.04,23790000
2021-07-09 09:30:00,AAPL,stock,142.75,145.65,142.65,145.11,99890800
2021-07-09 09:30:00,MSFT,stock,275.72,278.05,275.32,277.94,23916700
2021-07-09 09:30:00,GOOGL,stock,125.03,125.73,124.55,125.52,18632000
2021-07-12 09:30:00,AAPL,stock,146.21,146.32,144.00,144.50,76299700
2021-07-12 09:30:00,MSFT,stock,279.16,279.77,276.58,277.32,18931700
2021-07-12 09:30:00,GOOGL,stock,126.18,127.07,125.61,126.98,17668000
2021-07-13 09:30:00,AAPL,stock,144.03,147.46,143.63,145.64,100827100
2021-07-13 09:30:00,MSFT,stock,277.52,282.85,277.39,280.98,26120100
2021-07-13 09:30:00,GOOGL,stock,127.04,128.06,126.67,127.34,19240000
2021-07-14 09:30:00,AAPL,stock,148.10,149.57,147.68,149.15,127050800
2021-07-14 09:30:00,MSFT,stock,282.35,283.66,280.55,282.51,23113700
2021-07-14 09:30:00,GOOGL,stock,127.96,129.33,127.91,128.24,23742000
2021-07-15 09:30:00,AAPL,stock,149.24,150.00,147.09,148.48,106820300
2021-07-15 09:30:00,MSFT,stock,282.00,282.51,279.83,281.03,22604200
2021-07-15 09:30:00,GOOGL,stock,128.65,128.70,126.53,127.00,24218000
2021-07-16 09:30:00,AAPL,stock,148.46,149.76,145.88,146.39,93251400
2021-07-16 09:30:00,MSFT,stock,282.07,284.10,279.46,280.75,26186800
2021-07-16 09:30:00,GOOGL,stock,127.66,127.81,126.15,126.97,20424000
2021-07-19 09:30:00,AAPL,stock,143.75,144.07,141.67,142.45,121434600
2021-07-19 09:30:00,MSFT,stock,278.93,280.37,274.45,277.01,32935600
2021-07-19 09:30:00,GOOGL,stock,126.09,126.21,123.50,124.58,27968000
2021-07-20 09:30:00,AAPL,stock,143.46,147.10,142.96,146.15,96350000
2021-07-20 09:30:00,MSFT,stock,278.03,280.97,276.26,279.32,26259700
2021-07-20 09:30:00,GOOGL,stock,125.53,127.04,124.35,126.21,26312000
2021-07-21 09:30:00,AAPL,stock,145.53,146.13,144.63,145.40,74993500
2021-07-21 09:30:00,MSFT,stock,278.90,281.52,277.29,281.40,24364300
2021-07-21 09:30:00,GOOGL,stock,126.13,127.60,126.02,127.55,20746000
2021-07-22 09:30:00,AAPL,stock,145.94,148.20,145.81,146.80,77338200
2021-07-22 09:30:00,MSFT,stock,283.84,286.42,283.42,286.14,23384100
2021-07-22 09:30:00,GOOGL,stock,127.84,128.48,127.50,128.42,14302000
2021-07-23 09:30:00,AAPL,stock,147.55,148.72,146.92,148.56,71447400
2021-07-23 09:30:00,MSFT,stock,287.37,289.99,286.50,289.67,22768100
2021-07-23 09:30:00,GOOGL,stock,130.43,133.40,129.80,133.01,41506000
2021-07-26 09:30:00,AAPL,stock,148.27,149.83,147.70,148.99,72434100
2021-07-26 09:30:00,MSFT,stock,289.00,289.69,286.64,289.05,23176100
2021-07-26 09:30:00,GOOGL,stock,133.33,134.24,132.30,134.04,30572000
2021-07-27 09:30:00,AAPL,stock,149.12,149.21,145.55,146.77,104818600
2021-07-27 09:30:00,MSFT,stock,289.43,289.58,282.95,286.54,33604100
2021-07-27 09:30:00,GOOGL,stock,134.25,134.40,130.10,131.90,54710000
2021-07-28 09:30:00,AAPL,stock,144.81,146.97,142.54,144.98,118931200
2021-07-28 09:30:00,MSFT,stock,288.99,290.15,283.83,286.22,33566900
2021-07-28 09:30:00,GOOGL,stock,136.31,138.30,135.28,136.09,95130000
2021-07-29 09:30:00,AAPL,stock,144.69,146.55,144.58,145.64,56699500
2021-07-29 09:30:00,MSFT,stock,286.24,288.62,286.08,286.50,18168300
2021-07-29 09:30:00,GOOGL,stock,136.15,136.66,135.54,135.78,31716000
2021-07-30 09:30:00,AAPL,stock,144.38,146.33,144.11,145.86,70440600
2021-07-30 09:30:00,MSFT,stock,285.17,286.66,283.91,284.91,20944800
2021-07-30 09:30:00,GOOGL,stock,135.04,135.30,134.26,134.73,25576000
2021-08-02 09:30:00,AAPL,stock,146.36,146.95,145.25,145.52,62880000
2021-08-02 09:30:00,MSFT,stock,286.36,286.77,283.74,284.82,16267400
2021-08-02 09:30:00,GOOGL,stock,135.12,135.34,133.79,134.85,21634000
2021-08-03 09:30:00,AAPL,stock,145.81,148.04,145.18,147.36,64786600
2021-08-03 09:30:00,MSFT,stock,285.42,287.23,284.00,287.12,17879000
2021-08-03 09:30:00,GOOGL,stock,135.13,135.73,133.32,135.63,20762000
2021-08-04 09:30:00,AAPL,stock,147.27,147.79,146.28,146.95,56368300
2021-08-04 09:30:00,MSFT,stock,286.22,287.59,284.65,286.51,16191300
2021-08-04 09:30:00,GOOGL,stock,135.35,135.65,134.49,135.13,19676000
2021-08-05 09:30:00,AAPL,stock,146.98,147.84,146.17,147.06,46397700
2021-08-05 09:30:00,MSFT,stock,286.88,289.63,286.10,289.52,13900200
2021-08-05 09:30:00,GOOGL,stock,135.68,136.35,134.85,136.25,17870000
2021-08-06 09:30:00,AAPL,stock,146.35,147.11,145.63,146.14,54126800
2021-08-06 09:30:00,MSFT,stock,288.51,289.50,287.62,289.46,16589300
2021-08-06 09:30:00,GOOGL,stock,136.04,136.47,135.21,135.74,20488000
2021-08-09 09:30:00,AAPL,stock,146.20,146.70,145.52,146.09,48908700
2021-08-09 09:30:00,MSFT,stock,289.75,291.55,287.81,288.33,16117600
2021-08-09 09:30:00,GOOGL,stock,135.94,137.18,135.34,136.91,17760000
2021-08-10 09:30:00,AAPL,stock,146.44,147.71,145.30,145.60,69023100
2021-08-10 09:30:00,MSFT,stock,288.80,289.25,285.20,286.44,18616600
2021-08-10 09:30:00,GOOGL,stock,137.34,137.77,136.36,136.81,19414000
2021-08-11 09:30:00,AAPL,stock,146.05,146.72,145.53,145.86,48493500
2021-08-11 09:30:00,MSFT,stock,287.21,288.66,285.86,286.95,13955900
2021-08-11 09:30:00,GOOGL,stock,137.18,137.68,136.27,136.28,15352000
2021-08-12 09:30:00,AAPL,stock,146.19,149.05,145.84,148.89,72282600
2021-08-12 09:30:00,MSFT,stock,286.63,289.97,286.34,289.81,14561300
2021-08-12 09:30:00,GOOGL,stock,135.98,137.30,135.43,137.19,16506000
2021-08-13 09:30:00,AAPL,stock,148.97,149.44,148.27,149.10,59375000
2021-08-13 09:30:00,MSFT,stock,289.48,292.90,289.30,292.85,18249000
2021-08-13 09:30:00,GOOGL,stock,137.25,137.86,137.03,137.73,15948000
2021-08-16 09:30:00,AAPL,stock,148.54,151.19,146.47,151.12,103296000
2021-08-16 09:30:00,MSFT,stock,293.19,294.82,290.02,294.60,22507600
2021-08-16 09:30:00,GOOGL,stock,137.52,138.36,135.30,138.31,22384000
2021-08-17 09:30:00,AAPL,stock,150.23,151.68,149.09,150.19,92229700
2021-08-17 09:30:00,MSFT,stock,292.39,293.43,291.08,293.08,20075300
2021-08-17 09:30:00,GOOGL,stock,137.75,138.27,136.08,136.66,21716000
2021-08-18 09:30:00,AAPL,stock,149.80,150.72,146.15,146.36,86326000
2021-08-18 09:30:00,MSFT,stock,292.04,294.82,290.27,290.73,21813000
2021-08-18 09:30:00,GOOGL,stock,136.50,137.10,135.32,135.45,19258000
2021-08-19 09:30:00,AAPL,stock,145.03,148.00,144.50,146.70,86960300
2021-08-19 09:30:00,MSFT,stock,288.69,297.47,288.64,296.77,29850500
2021-08-19 09:30:00,GOOGL,stock,134.44,136.35,134.25,135.68,21782000
2021-08-20 09:30:00,AAPL,stock,147.44,148.50,146.78,148.19,60549600
2021-08-20 09:30:00,MSFT,stock,299.72,305.84,298.06,304.36,40817600
